@relation germany2
@attribute "Area Name" string
@attribute Type {'Rural','Urban'}
@attribute State {'Baden-Wuerttemberg','Bavaria','Berlin','Brandenburg','Bremen','Hamburg','Hesse','Lower Saxony','Mecklenburg-Vorpommern','NRW','Rhineland-Palatinate','Saarland','Saxony','Saxony-Anhalt','Schleswig-Holstein','Thuringia'}
@attribute Region {'West','East'}
@attribute "CDU 2005" numeric
@attribute "SPD 2005" numeric
@attribute "FDP 2005" numeric
@attribute "GREEN 2005" numeric
@attribute "LEFT 2005" numeric
@attribute "Non-Voters 2005" numeric
@attribute "CDU 2009" numeric
@attribute "SPD 2009" numeric
@attribute "FDP 2009" numeric
@attribute "GREEN 2009" numeric
@attribute "LEFT 2009" numeric
@attribute "Non-Voters 2009" numeric
@attribute "Pop. density" numeric
@attribute "Elderly pop." numeric
@attribute "Old pop." numeric
@attribute "Mid-aged pop." numeric
@attribute "Young pop." numeric
@attribute "Children pop." numeric
@attribute "Migration balance" numeric
@attribute "Social welfare" numeric
@attribute "Poor elderly inh." numeric
@attribute "Poor child." numeric
@attribute "High-school degree" numeric
@attribute "No school degree" numeric
@attribute "Child care" numeric
@attribute "Business Regstr." numeric
@attribute Income numeric
@attribute Employees numeric
@attribute GPD numeric
@attribute Unemployed numeric
@attribute "Unemployed Youth" numeric
@attribute "Permanently unemployed " numeric
@attribute "Agricult. workf." numeric
@attribute "Ind. workf." numeric
@attribute "Service workf." numeric
@attribute "Pub. serv. workf." numeric
@attribute Cars numeric
@attribute Tractors numeric
@attribute "Registrd. Web Doms." numeric
@attribute Bankruptcies numeric
@data
'Landau in der Pfalz','Urban','Rhineland-Palatinate','West',32.8,32.8,13.1,11.3,5.6,23.6,30.3,23.1,16.9,14.5,9.2,30.8,518.2,19.4,26.8,28.2,9.3,16.3,2,0.4,19.5,6.3,43.3,7.2,16,95.3,18688,33.5,35801,5.4,5.1,27,0.4,7.1,11.8,11.7,537,3,0.135,38.1
'Ludwigshafen am Rhein','Urban','Rhineland-Palatinate','West',31.1,39.1,9.2,7,6.8,25.3,29.7,28.3,13.3,8.8,11.6,34.1,2106.3,20.1,26.9,27.6,8.5,16.9,0,0.3,24.3,5.7,28.9,9.4,10,97.4,16410,32.6,57058,9,9.1,40,0.3,88.2,36.6,26.9,440,1,0.097,95.2
'Mainz','Urban','Rhineland-Palatinate','West',32.6,32.8,12.4,14.1,4.8,19.9,31.3,22,14.5,18.6,7.5,24.8,2023.5,17.8,24.5,32.3,10.6,14.8,0,0.4,18.2,9.9,45.7,3.6,13,112.2,18569,34.5,45040,6.2,4.9,35,0.4,25.3,67.2,59.9,453,1,0.19,94.3
'Neustadt an der Weinstrasse','Urban','Rhineland-Palatinate','West',40.2,30,11.8,9.2,4.7,20.3,38.3,20.4,16.4,11.5,7.5,27.2,457.1,23.2,29,23.8,8,15.9,1,0.4,27,8.7,44.9,5.9,14,80,20211,32.2,24444,5.6,4.9,31,0.7,6.7,11.5,10.8,546,3,0.133,72.6
'Pirmasens','Urban','Rhineland-Palatinate','West',34.2,32.7,9.8,4.6,9.7,28.4,31.7,23.6,14.7,6.3,15,36.7,665,25.3,28.4,22.9,8,15.4,-5,0.4,17.9,12.8,37.2,7.7,11,93,17768,30.7,31246,13.7,13,41,0.1,11.9,10.3,8.4,534,1,0.087,57.9
'Speyer','Urban','Rhineland-Palatinate','West',34.5,33.4,10.6,10.1,5.7,23.8,32.8,22,15,13.2,10,30.5,1169.5,20.3,28.7,26.3,7.8,17,1,0.1,4.3,26.1,50.5,4.6,14,117.5,21058,34.8,38170,6.9,6.1,44,0.1,12.7,12.4,15.2,520,1,0.142,81.5
'Worms','Urban','Rhineland-Palatinate','West',33.5,38.4,10.2,6.8,5.9,26.6,32.2,27.7,14.8,9.3,9.1,34.1,752.2,19.4,27.7,27.1,9,16.9,0,0.4,26.3,6.2,33.1,6.6,10,101,17181,34.3,25885,7.6,7.1,34,0.5,17.3,17.6,11.5,488,2,0.128,187.9
'Zweibruecken','Urban','Rhineland-Palatinate','West',29.8,37,10.4,6.2,11.5,26.9,27.5,25.4,14.8,8.3,16.2,33.2,482.9,22.6,28.2,24.5,8.5,16.2,-7,0.4,29.3,5.3,40.5,8.4,11,89.4,17610,32.7,37118,8.2,8,35,0.1,12.2,7.6,9.1,564,2,0.123,133.2
'Alzey-Worms','Rural','Rhineland-Palatinate','West',33.1,38.6,11.6,6.7,5.2,19.2,31.7,27.8,16,9.4,8.4,25.5,212.1,18,30.3,25.3,8.1,18.4,-2,0.3,39,7.5,23.7,5.1,14,110.3,18517,36.9,19273,4.8,5.5,29,3.2,16.3,18.2,12.2,588,8,0.126,51.6
'Bad Duerkheim','Rural','Rhineland-Palatinate','West',36,35.3,12,7.3,4.9,18.1,34.6,24.3,17.4,8.9,8.6,24.2,223.7,22,30.3,23.7,7.2,16.7,1,0.3,25.7,5.3,25.5,6.7,16,100,20218,34.1,18409,3.8,3.7,32,2.6,16.7,18.1,14.4,594,5,0.155,39
'Donnersbergkreis','Rural','Rhineland-Palatinate','West',30.1,39.2,11.2,6.9,6.8,22.3,29,28.4,15.1,8.3,11.9,29.2,118.6,19.5,29.6,24.4,8.2,18.2,-6,0.2,37.5,8.6,25.5,6.8,13,95.5,17658,35.6,17813,5.5,5.6,34,0.7,17.3,8.5,8.7,576,7,0.09,102.5
'Germersheim','Rural','Rhineland-Palatinate','West',37.7,33.1,11.4,6.9,4.7,20.3,35.2,23,16.5,8.8,8.5,28,269.8,17.9,28.8,26.4,8.7,18.1,-4,0.2,28.7,7,22.6,4.6,13,86.9,18411,37.8,22208,4.2,4.6,23,1.7,47.8,16,13.1,571,5,0.101,40.4
'Kaiserslautern (district)','Rural','Rhineland-Palatinate','West',35.6,35.4,10.1,5.9,7.7,20.2,33.5,25.3,14.7,7.4,12.5,27.9,165.9,20.3,29.5,24.1,8.2,17.9,-6,0.1,0,23.6,27.1,5.5,17,98.5,17384,34.1,16122,5.7,6.8,30,0.5,13.1,11.8,11.4,573,4,0.097,139.8
'Kusel','Rural','Rhineland-Palatinate','West',25.5,43.2,8.9,5.5,11.5,22.1,25.3,30.5,12.2,7.4,17.8,28,127.8,22.2,30,23.2,8.1,16.5,-4,0.3,29.5,11,18.5,7.7,13,58.7,16979,34.6,14809,6,6.8,37,0.5,9.8,7.3,9,596,6,0.078,60.9
'Suedliche Weinstrasse','Rural','Rhineland-Palatinate','West',38.1,32,12.5,7.9,4.7,18.5,34.8,22.3,17.9,10.1,8.5,24.8,170.6,21.3,29.9,24,7.8,16.9,-1,0.3,33.1,10.2,25.7,5.6,17,95.7,18666,34.5,19183,4.2,4,34,2.7,18.4,13.6,12.9,602,9,0.122,47.3
'Rhein-Pfalz-Kreis','Rural','Rhineland-Palatinate','West',37.3,34.2,11.8,7.3,4.6,15.8,35.7,24,16.8,9,8.1,23,487.7,21.4,30.1,24.5,7.5,16.7,1,0.1,9.2,14.3,14.2,5.5,15,100.3,20302,36.4,14858,3.9,4,38,5.5,14.6,15.9,10.9,592,3,0.104,55.4
'Mainz-Bingen','Rural','Rhineland-Palatinate','West',35.1,34.7,13.3,9.2,4.4,17,34.4,24.4,16.4,12.3,7.3,22.6,332.8,18.5,29.6,26.3,7.5,18.1,2,0.3,25.3,5.1,35.9,5.4,18,100.3,21836,36.9,24685,4.4,5,31,3,32.6,28.5,19.4,588,5,0.15,93.2
'Suedwestpfalz','Rural','Rhineland-Palatinate','West',39.1,30.8,11.4,4.9,7.8,18,36.7,21.5,16.1,6.4,12.2,24.2,104.4,23,29.9,23.4,7.9,15.9,-5,0.2,32,7.2,6.9,6.2,17,76,18624,34.6,13284,5.2,5.5,9,0.8,12.3,9.3,7,611,5,0.107,84
'Stuttgart','Urban','Baden-Wuerttemberg','West',32.7,32,12.8,15,4.4,20.9,28.5,19.8,18.4,20.1,7.8,25.7,2901.6,18.9,25.3,32.6,8.3,14.8,2,0.1,1.8,14.2,40.1,6.8,17,85.8,22357,33.5,55488,5.3,3.6,33,0.9,158.4,237,147.5,452,1,0.236,68.9
'Boeblingen','Rural','Baden-Wuerttemberg','West',39,29.3,14.1,10.4,3,18.4,33.9,19.1,21,13.9,6.1,24.4,601.5,19.2,26.8,27.6,7.9,18.5,-4,0.1,40.5,14.9,31.1,5.4,12,93.7,20830,36.7,33461,4,3.3,30,1,150.8,87.7,40.3,593,3,0.141,50.7
'Esslingen','Rural','Baden-Wuerttemberg','West',38.4,30.4,12.6,11.3,3,18.1,33.5,19.8,19.6,15.3,5.9,24.1,801.4,20,27.1,27.2,7.7,17.9,-1,0.1,?,?,27.2,4.8,11,103.9,21667,36.4,28576,3.4,3.1,27,1.4,163.4,102.3,54.3,558,3,0.178,76.8
'Goeppingen','Rural','Baden-Wuerttemberg','West',38,31.5,12.3,9.5,4,21.2,33.1,20.7,19.1,13.3,7.3,28,394.7,20.7,27.3,25.8,8.2,18,-3,0.1,28.8,12.7,24.7,5.8,8,104,20229,34.6,24701,4,3.6,27,1.3,75.4,39,28.5,557,4,0.122,98.5
'Ludwigsburg','Rural','Baden-Wuerttemberg','West',36.7,32.2,12.7,10.6,3.5,18.5,32.7,20.3,19.6,14.8,6.7,24.3,752.6,19.4,26.8,27.8,7.8,18.3,1,0.1,2.2,24.8,27.5,5.1,12,96.7,21827,37.1,29958,3.7,3.5,28,3.3,143.2,99.9,56.8,547,3,0.142,70.1
'Rems-Murr-Kreis','Rural','Baden-Wuerttemberg','West',38.7,29.7,13.1,10.8,3.3,19.6,33.2,19.5,20.5,13.9,6.4,26.1,484.4,20.2,27.4,26.4,7.8,18.2,0,0.1,2,30.7,24.1,4.7,10,95.9,21503,35.6,24842,3.8,3.3,32,2.4,114.7,70.3,46.2,545,4,0.132,73.4
'Heilbronn','Urban','Baden-Wuerttemberg','West',36.9,34,12,8.2,4.3,25.7,32.9,22.7,18.7,10.8,8.2,32.9,1225.6,20.3,26.1,28.1,8.4,17,3,0.1,?,?,28.9,4.5,11,97,31020,33.4,40495,6,4.5,28,0.7,35.5,49.8,25.3,476,2,0.148,78.6
'Heilbronn','Rural','Baden-Wuerttemberg','West',40.3,31.3,12.2,7.5,3.5,20.4,35,20.1,20.5,10.5,6.7,26.9,299.2,18.1,27.4,26.9,8.4,19.1,-1,0,6.6,28.9,20.6,5.7,12,91.4,20289,37.5,32598,3.9,3.2,34,4.1,122.7,52.5,28.1,594,6,0.122,71.3
'Hohenlohekreis','Rural','Baden-Wuerttemberg','West',42.8,28.5,11.9,7.5,3.6,22.6,37.5,17.7,20,10.8,7,29.6,140.4,18.4,27.5,26.2,8.9,19.1,-3,0.1,24,14.6,20.9,7.8,8,69.9,20599,38.5,34241,3.2,2.9,21,2.2,46.4,21.9,11.7,626,10,0.098,38.7
'Schwaebisch Hall','Rural','Baden-Wuerttemberg','West',38.1,31,11.4,10.3,3.7,26.1,33.1,18.8,18.2,14.4,8,31.6,127.2,18.2,27.3,26.3,8.7,19.4,-1,0.1,13.1,26.1,20.6,5.8,9,80.1,18660,36.8,31130,3.3,3.4,18,3.4,65.7,36,22.5,564,10,0.096,82
'Main-Tauber-Kreis','Rural','Baden-Wuerttemberg','West',47.5,26.1,10.7,7.3,3.3,21.1,41.6,17.1,17.5,10.1,6.9,27.9,102.9,20.8,28,25.1,8.3,17.8,-2,0.2,41.7,5.2,21.9,4.1,13,70.8,18639,35.8,29135,4,3.6,33,2.1,46.6,20.8,21,577,11,0.101,97.4
'Heidenheim','Rural','Baden-Wuerttemberg','West',37.5,34.5,10.1,8.4,4.4,22.5,33.5,22.7,16.1,12,8.5,29.7,210.3,21.6,27.2,25,8.3,17.9,-5,0.2,33.9,19.4,21.6,5,10,76.5,19570,35.2,29567,4.3,3.8,25,0.9,48.8,21.4,15.2,545,5,0.088,107.5
'Ostalbkreis','Rural','Baden-Wuerttemberg','West',44,30.2,10.1,7.9,3.6,22.1,38.2,19.1,17.6,11.3,7.5,28,206.5,19.4,26.9,26.1,8.5,19.1,-4,0.1,?,?,24.9,4.9,10,81,20066,35,27430,3.7,2.9,28,2.7,110.3,46,41.8,555,7,0.096,91.4
'Baden-Baden','Urban','Baden-Wuerttemberg','West',40.7,28.9,13,10.8,3.7,23.2,37.8,17.3,20.1,13.6,6.8,28.9,388.7,26.7,28.5,23.9,6.6,14.3,0,0.1,18.2,6.8,42.6,7.9,13,131.1,25292,31.4,45330,6.1,4.5,33,0.3,13.3,21,11.7,558,3,0.22,81.5
'Karlsruhe','Urban','Baden-Wuerttemberg','West',32.9,32.1,12,14.7,5,23.9,28.6,20.6,17.4,18.4,8.3,28.9,1683.1,19.5,25.8,30.5,9.6,14.6,5,0.1,3.6,26.4,39.2,5.8,15,98,19880,33.2,48045,6.4,4.8,33,0.2,61,107.5,76.9,443,1,0.253,45.3
'Karlsruhe','Rural','Baden-Wuerttemberg','West',42.1,29.8,11.8,8.5,3.5,19.7,36.9,19.6,19.2,11.1,6.7,26.3,397.8,19.7,28.6,26,7.9,17.8,2,0.2,13.6,11.9,23.4,5.4,13,93.4,20309,36.2,29054,3.6,3.5,27,1.7,111.3,85.1,44.2,554,4,0.14,58.7
'Rastatt','Rural','Baden-Wuerttemberg','West',41.8,32.1,10.5,7.9,3.8,23.7,39.2,19.5,17.2,11.1,7.1,30.2,307.2,20.4,28.7,25.4,7.9,17.5,1,0.1,31.6,15.3,19.3,6.5,13,81.4,19476,37.7,27950,3.5,2.9,29,1,88.9,34.6,22.6,571,4,0.114,71.9
'Heidelberg','Urban','Baden-Wuerttemberg','West',30.3,30.4,12.6,19.9,4.8,20.4,27.6,21,16.5,22.4,7.9,24.8,1345.8,16.6,25.2,33.6,11.4,13.2,5,0.3,29.3,?,49.6,3,25,98.3,21561,28.1,48106,6,3.5,34,0.3,25.9,43.5,51,373,1,0.201,58.6
'Mannheim','Urban','Baden-Wuerttemberg','West',31.1,37.1,9.9,10.9,6.6,26.3,29,24.7,15,13.6,11.3,32.4,2152.1,19.2,27.2,29.7,8.7,15.2,3,0.3,10.3,12.1,29.7,6.8,13,138.9,17613,32.6,49367,7.5,3.6,39,0.4,105.6,110.9,55.5,437,1,0.166,80
'Neckar-Odenwald-Kreis','Rural','Baden-Wuerttemberg','West',46,28.8,10.5,6.2,3.8,23,42.4,19.8,16.4,8.3,6.9,30.1,131.2,19.6,28.6,25.4,8.5,17.9,-3,0.1,6.3,40.6,23.9,7.8,11,78.5,18017,34.7,23547,4.3,3.8,34,1.4,40.5,17.8,21.7,549,7,0.088,89.2
'Rhein-Neckar-Kreis','Rural','Baden-Wuerttemberg','West',37.7,32.1,12.2,9.9,4.2,18.4,34,21.8,18.6,12.2,7.7,25,505.1,20,28.5,26.5,7.8,17.2,3,0.1,14.4,24.3,26.7,5.6,14,96.9,20790,35.1,24693,4.2,3.5,30,2.2,104.2,101.9,53,565,2,0.141,64.2
'Pforzheim','Urban','Baden-Wuerttemberg','West',40.5,30,12.5,7.8,4.7,28.3,35.9,20.3,18.6,10.2,8.8,36.2,1222.2,21.1,26.6,26.6,8.7,17,1,0.3,19.7,8.6,33.4,6.3,8,97.8,19926,33,32448,7.2,6.4,29,0.1,35.3,29.3,21.1,443,1,0.121,116.6
'Calw','Rural','Baden-Wuerttemberg','West',42.6,26.7,12.9,8.4,3.4,21.5,37.7,17.8,20.1,10.4,6.8,27.1,198.2,19.6,27.8,25.4,8.4,18.7,-3,0.2,25.4,?,21.7,6.3,12,91.6,19681,35.4,20853,3.9,3.2,29,0.8,34.3,20.7,20,538,6,0.105,63
'Enzkreis','Rural','Baden-Wuerttemberg','West',38.5,31.6,12.7,8.7,3.7,19.4,33.8,19.9,20.2,12.1,6.7,25.7,339.1,19.8,28.1,25.2,8,18.8,-3,0.2,18.3,10.1,16.4,2.8,12,89.1,22022,36.2,21270,3,3,25,0.7,67.4,21.8,15.7,573,4,0.139,77.4
'Freudenstadt','Rural','Baden-Wuerttemberg','West',44,26.5,12.9,7.5,3.1,23.8,38.5,17,20.3,10.1,6.7,29.6,138.6,19.3,27.1,26.2,8.6,18.8,-4,0.2,30.4,1.3,17.7,7,9,83.2,20776,36.5,26256,3.8,3.4,28,0.6,45.3,19.9,14.2,537,7,0.089,49.2
'Freiburg im Breisgau','Urban','Baden-Wuerttemberg','West',26.4,31.2,8.4,26.2,5.5,20.7,24.2,21.6,12.8,25.4,10,25.9,1449.9,16.3,25.4,32.4,10.9,15,9,0.3,26.1,6.9,43.8,6,19,86.8,17948,28.7,38145,7.1,3.7,38,0.4,31.7,63.8,68.9,371,1,0.212,57.5
'Breisgau-Hochschwarzwald','Rural','Baden-Wuerttemberg','West',38,30.6,10.8,14,3.5,19,34.1,19.8,17.4,16.7,6.4,25.3,181.7,20.1,28.1,25.3,8,18.5,1,0,0,?,27.4,3.5,15,94.4,20072,33.6,21601,3.9,2.9,27,3.9,52.4,41.2,28.4,533,8,0.146,48.4
'Emmendingen','Rural','Baden-Wuerttemberg','West',35.3,33.9,10.2,13.1,3.9,20.9,32.4,21.2,16.7,16,7.3,27.4,232.1,19.2,28.3,25.8,8.1,18.7,2,0.1,0,32.4,19.7,6.2,14,92.2,18989,36.7,21809,3.3,2.8,17,1.9,40.8,21.8,18,530,8,0.126,73.9
'Ortenaukreis','Rural','Baden-Wuerttemberg','West',41.3,29.7,11.1,9.7,4.2,24.8,37.7,18.3,17.5,13,7.7,31.1,225.4,19.7,27.6,25.7,8.5,18.5,0,0.1,1.4,41.9,23.9,4.8,15,82.9,19670,36.8,30844,3.7,2.8,4,5.1,136.3,83.5,56.8,552,7,0.116,74.1
'Rottweil','Rural','Baden-Wuerttemberg','West',44.5,26.7,12.2,7.1,3.1,23.4,38.3,16.8,21.1,9.3,6.1,29.3,182.4,20.3,26.8,25.4,8.4,19.1,-4,0.3,?,?,22.8,5.1,11,93,20822,36.2,28758,3.3,2.9,28,1,57.3,20.6,16.5,572,8,0.103,63.4
'Schwarzwald-Baar-Kreis','Rural','Baden-Wuerttemberg','West',41.8,27.6,13,8.8,3.6,23,36.1,17.5,21,11.6,6.9,30.4,202.2,21.7,27.3,24.8,8.4,17.8,-5,0.4,24.7,7.2,22.5,5.1,11,85,21735,35.7,27234,3.9,3.6,27,1.4,77.4,40.1,27.7,548,5,0.12,85.6
'Tuttlingen','Rural','Baden-Wuerttemberg','West',45.2,26,13.7,6.9,3.1,22.7,39.1,15.8,22.6,9.4,6.6,29.8,183.4,19.4,26.3,26.1,8.6,19.6,-3,0.2,23.4,9.4,19.7,5.8,11,81.2,22105,37.5,31427,3.3,2.3,4,0.6,76.3,20,14.6,542,6,0.105,58.6
'Konstanz','Rural','Baden-Wuerttemberg','West',37.3,29.8,13.7,12.1,3.8,22.1,31.8,18.9,21.3,14.9,6.8,29.1,339.3,20.3,27.2,26.6,9.2,16.7,6,0.1,4.6,36.6,25.8,5.1,15,96.3,19092,30.9,26529,4.5,3.5,24,2.2,60.1,53.6,41.5,492,4,0.155,56.3
'Loerrach','Rural','Baden-Wuerttemberg','West',33.4,36.4,9.8,12.4,4,24.2,31.5,22.6,17.1,15.3,7.2,31.9,275.7,19.7,27.9,26.1,8,18.2,0,0.1,?,65.4,22.5,6.2,12,75.2,19564,29.1,25047,4.3,3.4,28,1.5,57.6,37,27.9,526,5,0.109,70.8
'Waldshut','Rural','Baden-Wuerttemberg','West',42.5,30.1,10.6,9.5,3.1,24.6,37.8,18.6,18.9,12.1,6.3,31.6,147.1,20.3,27.4,25.2,8.3,18.9,-2,0.3,24.6,17.3,18.3,5.5,8,73.4,18831,27.8,23111,3.9,2.2,3,1.4,42.7,25.4,20.4,546,8,0.103,40.8
'Reutlingen','Rural','Baden-Wuerttemberg','West',38.4,29.6,13.7,10.6,3.5,20.1,33.8,18,20.1,14.9,7,26.5,256.8,19.7,27.1,26.6,8.4,18.2,0,0.1,?,?,27.2,4.9,14,95,20787,35.7,28171,3.6,2.7,31,1.6,90.4,49.5,37,551,6,0.17,49.6
'Tuebingen','Rural','Baden-Wuerttemberg','West',33.6,29.1,11,18.3,4.3,18,29.6,19.1,16.4,20.8,7.8,22.5,425.3,15.6,27.7,28.4,10.7,17.6,8,0.1,0,19.6,36.6,5.6,17,79.4,19312,33,24201,3.9,2.7,31,0.6,41,32.9,43.7,485,5,0.158,66.5
'Zollernalbkreis','Rural','Baden-Wuerttemberg','West',43.9,27.4,12.6,7,3.5,23.7,36.1,16.9,21.8,10.2,7.6,30.2,206.3,20.8,28,24.9,8.4,18,-3,0.2,24.8,12.5,19,4,11,89,21489,35.6,25241,4.6,3.5,32,0.9,66.1,29.2,21,585,7,0.104,56.2
'Ulm','Urban','Baden-Wuerttemberg','West',34.9,32.3,11.7,13.7,4.1,21.5,30.4,20,17.1,17.6,7.7,27.6,1028.6,18.5,25.4,30.7,9.3,16,3,0.1,?,10.8,38,4.9,16,92.6,21886,34.5,54556,4.8,4.1,29,0.3,47,53.6,36.1,473,2,0.173,49.1
'Alb-Donau-Kreis','Rural','Baden-Wuerttemberg','West',46.1,26.5,11.1,8.8,2.8,19.1,39,16.6,18.6,12.6,6.1,25.3,139.9,18.2,26.8,26.5,8.6,19.9,-2,0,?,43.8,18.1,4.6,9,80.5,19668,37.5,23398,2.7,2.7,23,2.9,51.8,23.5,17.4,562,9,0.098,31.9
'Biberach','Rural','Baden-Wuerttemberg','West',51.4,21.9,11,7.7,2.6,20.9,43.5,14,18.8,10.6,5.6,27.8,134.4,17.7,26.5,26.8,8.9,20.1,0,0.1,2.5,35,21,4.4,10,81.9,19499,37.5,34190,2.3,2,7,3.6,79.8,26.7,25.1,561,10,0.099,36.6
'Bodenseekreis','Rural','Baden-Wuerttemberg','West',41.2,28.1,12.4,11.5,3.3,20,36.2,17,20.2,14.1,6.4,26.3,312.4,20.7,27.3,26.1,8.1,17.8,1,0.2,33.4,?,26.5,6,15,87.1,20780,35.3,30407,3.4,2.2,4,3.8,76.7,37,26.7,555,6,0.154,48.1
'Ravensburg','Rural','Baden-Wuerttemberg','West',45.7,24.2,11.7,11.1,3.1,21.8,38,15.2,18.8,14.2,6.6,28.2,169.4,18.5,26.7,26.9,8.7,19.2,-1,0.1,2.5,26.2,23.3,5.3,11,93.4,19891,34.6,30461,3,2.7,19,6.1,76.9,53.6,40.4,536,8,0.119,25.6
'Sigmaringen','Rural','Baden-Wuerttemberg','West',50.6,22.6,11.1,7.2,3.1,23.2,42.3,14.2,20.4,10,6.3,30,108.8,18.8,26.9,25.9,8.8,19.5,-4,0.1,39.2,19.1,22.2,6.7,12,89.2,18664,34.5,26095,4.1,3.4,26,1.9,41.3,18.9,22.3,550,10,0.094,66.4
'Ingolstadt','Urban','Bavaria','West',46.2,29.7,8.7,7.1,3.8,30.2,44.8,16.8,12.9,9.6,7.5,36.4,932.6,19,25.5,29.7,8.5,17.2,3,0.4,30.2,7,26.1,8.5,12,93,18871,38.1,64884,4,3.8,26,0.3,85.1,33.8,23.6,637,1,0.112,121.6
'Munich','Urban','Bavaria','West',37.5,29,12.3,14.6,3.9,23.1,32.1,19.3,17.6,17.5,6.7,26.6,4282.2,17.9,24.2,34.5,8.6,14.8,0,0.4,19.5,7.3,31.7,7.8,17,152.3,23550,38.1,54573,5.4,4.5,34,0.8,233.7,504.4,302.6,463,1,0.384,63.7
'Rosenheim','Urban','Bavaria','West',48.3,25.4,9.1,8.4,3.3,27.8,41.4,15.6,14.3,12.4,5.6,34.7,1635.6,19.9,27,28.5,8.5,16.2,4,0.3,27.8,4.4,30,6.3,9,126.4,20401,33.9,38101,6.1,4.3,32,0.2,13.4,20.5,15.5,497,2,0.208,45
'Altoetting','Rural','Bavaria','West',57.3,21.3,8.3,5.6,2.6,24.5,51.2,14.7,12.3,7.9,5.2,32.2,189.5,20.6,28.2,25.3,7.9,17.9,1,0.4,43.8,3.5,19.9,3.5,8,98.3,19272,36,38852,4,3.7,27,1.7,42.9,16.9,14.6,554,7,0.1,51.4
'Berchtesgadener Land','Rural','Bavaria','West',58.6,19.2,8.2,6.6,2.8,23.3,50.7,12.3,13.2,10.6,4.9,31.8,121.5,23.2,26.7,25.8,8.2,16.2,3,0.4,29.7,11.8,22.9,6.2,8,109.7,18626,29.3,24078,3.7,2.7,20,1.6,17.3,19.2,17.1,544,6,0.127,51.1
'Bad Toelz-Wolfratshausen','Rural','Bavaria','West',55.9,17.9,11.3,8.8,2.4,20.1,46.7,12,17.1,11.2,4.6,26.9,109.2,20.6,27.4,26.1,7.7,18.2,4,0.4,35.2,2.3,27.7,2.9,8,140.4,21775,34.4,22483,3.2,2.3,21,2.3,25,21,14.6,562,7,0.184,66.6
'Dachau','Rural','Bavaria','West',53.7,21.5,10.2,8.4,2.7,18.9,45.9,14.7,15.5,10.6,4.6,24.9,237.7,17.4,27.8,28.1,7.9,18.8,7,0.7,28,7.5,23.4,5.1,12,137.9,20823,39,19874,2.7,2.8,21,1.6,20.8,21.7,14.2,533,5,0.152,60.8
'Ebersberg','Rural','Bavaria','West',50.3,22.4,11.6,10.3,2.5,16.4,42.4,14.9,16.9,13.1,4.2,22.3,232.8,18.5,27,27.5,7.3,19.6,6,0.3,29.2,2.2,27.3,3.4,12,131.7,22434,36.3,24149,2.7,2.3,28,2,18.1,24.1,12.8,531,6,0.219,59.8
'Eichstaett','Rural','Bavaria','West',54.2,26.5,6.8,5.4,2.7,18.8,51.4,15.7,11.2,7.8,5.3,24.7,102.7,16.9,26.7,27.3,9.2,19.8,-1,0.1,53.6,9.1,16.4,3.6,14,84.5,18639,38.2,22090,1.6,1.6,15,1.9,26.5,16.1,13.4,544,10,0.095,81.4
'Erding','Rural','Bavaria','West',55,20.3,9.4,7.4,2.9,20.5,45.5,12.4,14.7,12,4.8,26.7,145.1,15.6,27.3,28.9,8.1,20.1,5,0.4,31.5,2.8,18.1,4.1,12,137.5,19789,39.1,21612,2.4,2.1,19,3.2,15.6,20.6,15,563,9,0.142,51.6
'Freising','Rural','Bavaria','West',51.2,21.3,10.9,9.5,3.1,19.6,42,13.2,15.1,14.8,5.4,26.2,206.9,15.2,26.3,30.6,9,18.9,-3,0.2,29,4.8,22.5,4.5,11,129.7,19492,39.8,35463,2.5,2.4,15,2.2,30.5,57.3,19.9,546,7,0.328,58
'Fuerstenfeldbruck','Rural','Bavaria','West',47.2,24.4,11.3,11.2,2.8,17.4,40.6,16.4,16.4,13.7,4.8,22.8,467.2,20.5,27.6,26.8,7.3,17.8,6,0.2,29.6,8.3,34.3,4.7,11,122.8,21412,35.5,18575,3.4,2.8,28,1,24.8,31.8,21.2,515,3,0.186,60.3
'Garmisch-Partenkirchen','Rural','Bavaria','West',60.2,15.7,11.6,6.6,2.3,21.1,51.6,10.2,17.1,8.7,3.8,27.9,85.3,24,26.8,25.4,7.5,16.4,1,0.3,42.3,1.4,30.5,3,11,105.2,19869,32.8,22245,4.2,3.1,18,0.9,8.7,17.7,16.1,523,7,0.176,37.4
'Landsberg am Lech','Rural','Bavaria','West',51.2,20.8,11.2,10.2,2.6,19.1,43.7,13,16.2,13.2,4.8,25.1,141.9,18,28.1,26.5,7.6,19.9,3,0.4,17,6,22.1,7.4,12,126.5,20307,33.4,23497,3.1,2.8,22,1.9,20.6,17.2,18.7,574,8,0.194,75.2
'Miesbach','Rural','Bavaria','West',54.8,19.2,12.8,7.6,2.4,19.7,48.1,12.2,17.6,10.2,3.9,26.2,110.6,21.8,27.3,26.1,7.4,17.4,4,0.3,32.5,6.5,18.9,6.2,12,157.7,23340,33.6,24968,3.6,2.6,4,2.5,16.4,19.4,12.6,584,6,0.193,42.1
